Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,19.67,31.57,14.62,38.17
63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,19.82,0.00,0.00,0.00
14 -  COMMON COUNCIL,14100610 - COMMON COUNCIL DIST 10,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,19.83,2.75,164.54,0.00
10 -  ASSESSOR,10110 - ASSESSOR RESIDENTIAL,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,20.00,0.00,0.00,0.00
50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,20.00,0.00,0.00,0.00
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,20.00,0.00,0.00,0.00
10 -  ASSESSOR,10110 - ASSESSOR RESIDENTIAL,Expense,52 - BENEFITS,52711 - TUITION,20.00,0.00,40.03,0.01
31 -  POLICE,31125 - EAST,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,20.00,20.00,240.00,130.00
31 -  POLICE,31145 - INVESTIGATIVE SUPPORT GENERAL,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,20.00,20.00,2942.00,0.00
50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,20.00,27.24,0.00,0.00
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,20.27,126.57,102.47,0.00
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,20.27,149.85,5969.77,262.84
45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,20.34,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,20.34,122.00,0.00,0.00
40 -  ENGINEERING,40131 - ENG SIDEWALKS GENERAL,Expense,54 - PURCHASED SERVICES,54425 - SIDEWALK IMPROV REPAIR MAINT,20.80,0.00,0.00,0.00
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,51 - SALARIES,51120 - PREMIUM PAY,20.85,176.35,191.44,29.76
31 -  POLICE,31166 - TRAINING CENTER,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,20.90,2924.57,3985.28,751.62
44 -  STREETS,44333 - ST SNOW SAND BARRELS,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,20.95,21.45,21.92,8.76
44 -  STREETS,44660 - ST WEED CONTROL,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,20.95,21.45,21.92,8.76
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,21.07,21.56,22.05,8.88
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,21.14,0.00,0.00,42.28
31 -  POLICE,31200 - POLICE SUPPORT,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,21.24,0.00,20.26,0.00
40 -  ENGINEERING,40145 - ENG STREETS DUTCH MILL PNR MNT,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,21.25,95.29,0.00,0.00
44 -  STREETS,44550 - ST BLACKTOP,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,21.27,0.00,11.68,0.00
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,21.28,0.00,316.99,68.40
40 -  ENGINEERING,40141 - ENG ENV ENG GENERAL,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,21.29,0.00,0.00,0.00
50 -  LIBRARY,50100758 - LIB PUBLIC SERVICE SEQUOYA,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,21.58,0.00,0.00,104.27
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,53 - SUPPLIES,53150 - POSTAGE,21.59,1.60,0.00,0.00
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,21.71,11.79,98.66,111.28
44 -  STREETS,44333 - ST SNOW SAND BARRELS,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,21.84,11.92,98.76,111.42
44 -  STREETS,44660 - ST WEED CONTROL,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,21.84,11.92,98.76,111.42
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,54 - PURCHASED SERVICES,54113 - WATER,21.98,0.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62448 - CHILD CARE SERVICES,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,22.37,2.49,0.00,0.00
40 -  ENGINEERING,40128 - ENG STREETS BRIDGE INSPECTION,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,22.52,0.00,0.00,0.00
40 -  ENGINEERING,40365 - ENG FAC MGMT ENERGY EFF SUSTAI,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,22.52,109.12,441.90,355.58
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,22.86,0.00,0.00,13.70
40 -  ENGINEERING,40134 - ENG SIDEWALKS SURVEY,Expense,51 - SALARIES,51110 - PERMANENT WAGES,22.92,647.15,351.10,145.15
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,23.00,25.00,285.00,337.00
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,23.16,208.03,3439.86,3076.31
40 -  ENGINEERING,40125 - ENG STREETS SNOW PLOWING,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,23.26,0.00,0.00,0.00
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,23.47,0.00,87.97,0.00
45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,51 - SALARIES,51120 - PREMIUM PAY,23.69,4.63,8.38,5.07
40 -  ENGINEERING,40129 - ENG STREETS EXCAVATION PERMIT,Expense,51 - SALARIES,51120 - PREMIUM PAY,23.71,6.40,0.37,0.56
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,23.81,103.69,220.83,35.17
50 -  LIBRARY,50100757 - LIB PUBLIC SERVICE PINNEY,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,23.87,0.00,10.28,0.00
62 -  COMMUNITY DEVELOPMENT,62223 - ADULT WKFORCE PREPAREDNESS GF,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,24.00,24.00,56.00,24.00
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,24.00,24.00,105.00,298.00
45 -  TRAFFIC ENGINEERING,45111 - TE SIGNING SPECIAL EVENT,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,24.01,92.25,54.07,93.07
40 -  ENGINEERING,40122 - ENG STREETS DESIGN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,24.18,13.18,2.10,6.73
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,54 - PURCHASED SERVICES,54435 - ST LIGHT IMPROV REPAIR MAINT,24.28,0.00,0.00,0.00
44 -  STREETS,44221 - ST LEAF COLLECTION,Expense,53 - SUPPLIES,53230 - MEDICAL SUPPLIES,24.33,22.49,53.22,43.42
44 -  STREETS,44222 - ST DROP OFF SITES,Expense,53 - SUPPLIES,53230 - MEDICAL SUPPLIES,24.33,22.49,53.22,43.42
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,24.65,0.00,0.00,0.00
30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,24.65,518.02,116.27,224.61
40 -  ENGINEERING,40365 - ENG FAC MGMT ENERGY EFF SUSTAI,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,24.79,118.75,461.93,406.40
62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,24.98,0.00,0.00,0.00
31 -  POLICE,31140663 - RAYMOND,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,24.99,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,25.00,20.31,0.00,0.00
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,25.00,70.15,68.36,0.00
60 -  BUILDING INSPECTION,60300 - BI ZONING AND SIGNS,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,25.00,105.00,0.00,0.00
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,25.00,855.00,780.00,55.00
51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,25.06,101.70,0.00,4.28
51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,25.92,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,25.98,43.20,0.00,0.00
45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,54 - PURCHASED SERVICES,54635 - STORAGE SERVICES,26.10,20.01,17.40,11.89
50 -  LIBRARY,50400756 - LIB FACILITIES MONROE,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,26.33,0.00,2138.85,0.00
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,26.59,0.00,0.00,0.00
31 -  POLICE,31172 - INSERVICE,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,26.80,0.00,0.00,0.00
14 -  COMMON COUNCIL,14100604 - COMMON COUNCIL DIST 4,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,27.00,0.00,0.00,0.00
14 -  COMMON COUNCIL,14100606 - COMMON COUNCIL DIST 6,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,27.00,126.00,0.00,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,27.29,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,53 - SUPPLIES,53150 - POSTAGE,27.54,1.59,65.58,13.40
50 -  LIBRARY,50400756 - LIB FACILITIES MONROE,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,27.76,150.42,368.46,510.00
65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,28.00,0.00,59.95,0.00
63 -  ECONOMIC DEVELOPMENT,63111 - EDD ECON REVITALIZATION GRANTS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,28.04,0.00,0.00,0.00
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,28.25,0.00,0.00,13.10
51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,28.31,141.48,214.10,0.00
31 -  POLICE,31200 - POLICE SUPPORT,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,28.38,12157.93,12692.42,13252.85
50 -  LIBRARY,50100758 - LIB PUBLIC SERVICE SEQUOYA,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,28.39,0.00,0.00,0.00
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,28.41,30.86,29.02,30.35
50 -  LIBRARY,50400752 - LIB FACILITIES HAWTHORNE,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,28.46,155.70,152.33,260.19
50 -  LIBRARY,50400757 - LIB FACILITIES PINNEY,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,28.46,203.52,355.32,873.87
65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,28.86,0.00,0.00,0.00
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,29.07,0.00,617.16,0.00
62 -  COMMUNITY DEVELOPMENT,62446 - CHILDREN AND FAMILIES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,29.58,13.44,40.47,27.78
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,29.67,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,29.79,400.72,230.76,304.15
44 -  STREETS,44550 - ST BLACKTOP,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,29.88,0.00,189.19,68.51
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,54 - PURCHASED SERVICES,54215 - WASTE DISPOSAL,30.00,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45504 - TE SIGNALS INSTALL OR REMOVE,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,30.00,0.00,0.00,0.00
60 -  BUILDING INSPECTION,60500 - BI SYSTEMATIC CODE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,30.00,0.00,165.33,0.00
60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,30.00,269.00,259.89,233.83
30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,30.00,2349.37,477.70,1187.50
13 -  CLERK,13100 - CLERK,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,30.00,179965.81,320.00,845.00
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,30.05,0.00,0.00,0.00
50 -  LIBRARY,50100759 - LIB PUBLIC SERVICE SMB,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,30.10,0.00,0.00,372.02
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,30.38,0.00,0.00,171.00
45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,53 - SUPPLIES,53310 - BUILDING,30.41,0.00,0.00,0.00
44 -  STREETS,44111 - ST LARGE ITEMS,Expense,53 - SUPPLIES,53230 - MEDICAL SUPPLIES,30.42,28.10,66.54,54.28
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,30.51,0.00,74.31,0.00
31 -  POLICE,31294656 - MARSH COURT,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,30.76,0.00,37.46,0.00
63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,30.80,0.00,0.00,821.53
51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,30.80,0.00,19.94,17.76
63 -  ECONOMIC DEVELOPMENT,63331 - EDD RE LEASES LICENSES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,30.84,67.17,0.00,0.00
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,30.94,55.13,30.91,57.69
50 -  LIBRARY,50400754 - LIB FACILITIES LAKEVIEW,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,30.95,0.00,902.67,1152.46
31 -  POLICE,31135 - SOUTH,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,30.98,0.00,9789.82,18.14
30 -  FIRE,30110713 - FIRE GEN FIELD OP STATION 13,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,31.03,119.44,144.00,144.00
45 -  TRAFFIC ENGINEERING,45804 - TE PED BIKE INSTALL OR REMOVE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,31.25,32.91,7.76,0.00
63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,51 - SALARIES,51120 - PREMIUM PAY,31.34,1.32,0.00,12.81
45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Expense,53 - SUPPLIES,53450 - INVENTORY,31.42,0.00,0.00,0.00
51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,53 - SUPPLIES,53430 - OIL,31.49,366.82,231.17,1164.54
30 -  FIRE,30114 - FIRE HAZARDOUS INCIDENT TEAM,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,31.50,77.34,5.24,0.00
45 -  TRAFFIC ENGINEERING,45503 - TE SIGNALS DESIGN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,31.71,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45501 - TE SIGNALS ADMIN,Expense,53 - SUPPLIES,53320 - ELECTRICAL SUPPLIES,31.90,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,32.43,465.10,252.70,342.43
50 -  LIBRARY,50400757 - LIB FACILITIES PINNEY,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,32.46,0.00,112.70,430.59
40 -  ENGINEERING,40123 - ENG STREETS INSPECT,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,32.84,0.00,0.00,0.00
30 -  FIRE,30280 - FIRE COMMUNITY OUTREACH & EDUC,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,32.89,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45104 - TE SIGNING INSTALL OR REMOVE,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,33.16,0.00,0.00,0.00
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,33.18,16.85,26.75,845.15
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,33.26,22.12,10.91,2.93
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,33.37,212.28,0.00,23.84
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,33.79,17.16,13.22,834.86
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,33.79,431.08,20.42,889.88
44 -  STREETS,44201 - ST RECYCLING ADMIN,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,34.25,137.74,139.79,214.77
40 -  ENGINEERING,40127 - ENG STREETS PAVEMENT RATING,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,34.49,37.53,41.39,70.03
51 -  PARKS,51182 - PARK COM REC OLBRICH MAINTENAN,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,34.70,0.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,53 - SUPPLIES,53130 - FURNITURE,34.99,75.36,374.00,209.99
10 -  ASSESSOR,10130 - ASSESSOR COMMERCIAL,Expense,52 - BENEFITS,52711 - TUITION,35.00,0.00,0.00,0.00
44 -  STREETS,44201 - ST RECYCLING ADMIN,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,35.00,0.00,0.00,0.00
44 -  STREETS,44660 - ST WEED CONTROL,Expense,51 - SALARIES,51120 - PREMIUM PAY,35.08,2.04,15.82,17.28
45 -  TRAFFIC ENGINEERING,45203 - TE STLIGHT DESIGN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,35.25,0.00,0.00,0.00
40 -  ENGINEERING,40128 - ENG STREETS BRIDGE INSPECTION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,35.87,48.98,26.53,33.90
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,35.99,0.00,53.04,595.87
45 -  TRAFFIC ENGINEERING,45304 - TE PAVE MARK INSTALL OR REMOVE,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,36.00,4.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62447 - SERVICES FOR OLDER ADULTS,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,36.00,36.00,12.00,16.00
40 -  ENGINEERING,40124 - ENG STREETS SURVEY,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,36.25,0.49,37.85,4.39
50 -  LIBRARY,50400755 - LIB FACILITIES MEADOWRIDGE,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,36.47,752.03,192.81,802.08
62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,36.50,0.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,36.50,24.40,0.00,0.00
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,36.51,0.00,0.00,0.00
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,54 - PURCHASED SERVICES,54430 - TRAFFIC SIGNAL IMPROV REPAIR,36.63,0.00,0.00,0.00
50 -  LIBRARY,50400752 - LIB FACILITIES HAWTHORNE,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,36.96,0.00,0.00,0.00
50 -  LIBRARY,50400759 - LIB FACILITIES SOUTH MADISON,Expense,53 - SUPPLIES,53320 - ELECTRICAL SUPPLIES,36.97,169.80,1090.40,80.27
45 -  TRAFFIC ENGINEERING,45504 - TE SIGNALS INSTALL OR REMOVE,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,37.00,0.00,0.00,0.00
65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,37.00,0.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62440 - COMMUNITY SUPPORT SVCS GENERAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,37.20,0.00,85.80,0.00
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,37.54,44.91,0.00,119.25
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,37.69,1536.80,0.00,104.00
64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,37.72,0.00,0.00,643.53
44 -  STREETS,44333 - ST SNOW SAND BARRELS,Expense,51 - SALARIES,51120 - PREMIUM PAY,37.74,57.50,40.00,71.75
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,37.96,3.94,0.00,0.00
50 -  LIBRARY,50400755 - LIB FACILITIES MEADOWRIDGE,Expense,53 - SUPPLIES,53320 - ELECTRICAL SUPPLIES,38.32,226.80,1006.89,1684.12
45 -  TRAFFIC ENGINEERING,45302 - TE PAVE MARK PLAN AND REVIEW,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,38.99,149.51,0.00,0.00
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,39.05,0.00,0.00,0.00
31 -  POLICE,31294658 - 1ST ST PROPERTY,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,39.16,0.00,0.00,0.00
31 -  POLICE,31200 - POLICE SUPPORT,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,39.25,1131.92,1054.99,1166.49
40 -  ENGINEERING,40472 - ENG FAC MAINT CUSTODIAL SVCS,Expense,51 - SALARIES,51210 - HOURLY WAGES,39.45,4212.27,0.00,0.00
40 -  ENGINEERING,40123 - ENG STREETS INSPECT,Expense,51 - SALARIES,51120 - PREMIUM PAY,39.48,20.91,43.13,44.40
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,53 - SUPPLIES,53130 - FURNITURE,39.72,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,53 - SUPPLIES,53130 - FURNITURE,39.72,32.99,0.00,0.00
30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,39.73,0.00,14.22,0.00
63 -  ECONOMIC DEVELOPMENT,63333 - EDD RE CSM PLATS TITLES,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,39.76,485.03,0.00,0.00
44 -  STREETS,44220 - ST RECYCLING COLLECTION,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,39.87,0.00,21.90,0.00
